work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
2024,SE,FT,Business Intelligence Developer,85000,CA,0,CA,M
2024,SE,FT,Engineer,214000,US,0,US,M
2024,EN,FT,Data Analyst,28125,GB,0,GB,M
2024,MI,FT,Data Governance,103798,CA,0,CA,M
2024,MI,FT,Data Governance,83038,CA,0,CA,M
2024,MI,FT,Data Governance Specialist,76666,ES,0,ES,M
2024,MI,FT,Data Governance Specialist,45555,ES,0,ES,M
2024,SE,FT,Data Architect,100000,US,100,US,M
2024,MI,FT,Associate,106930,GB,0,GB,M
2024,MI,FT,Associate,58106,GB,0,GB,M
2024,SE,FT,Product Manager,238000,US,100,US,M
2024,SE,FT,Product Manager,171000,US,100,US,M
2024,SE,FT,Data Engineer,186200,US,0,US,M
2024,SE,FT,Data Engineer,138900,US,0,US,M
2024,SE,FT,Data Engineer,156000,US,0,US,M
2024,SE,FT,Data Engineer,97000,US,0,US,M
2024,SE,FT,Data Visualization Engineer,95000,US,100,US,M
2024,SE,FT,Data Visualization Engineer,85000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,203900,US,0,US,M
2024,SE,FT,Machine Learning Engineer,138900,US,0,US,M
2024,MI,FT,Engineer,140000,US,0,US,M
2024,EN,FT,Engineer,70000,US,0,US,M
2024,EN,FT,Engineer,54600,US,0,US,M
2024,MI,FT,Software Engineer,161300,US,0,US,M
2024,MI,FT,Software Engineer,120300,US,0,US,M
2024,SE,FT,Systems Engineer,199000,US,0,US,M
2024,SE,FT,Systems Engineer,137000,US,0,US,M
2024,MI,FT,Engineering Manager,218000,US,100,US,M
2024,MI,FT,Engineering Manager,198000,US,100,US,M
2024,SE,FT,Software Developer,251600,US,0,US,M
2024,SE,FT,Software Developer,96800,US,0,US,M
2024,SE,FT,DevOps Engineer,210000,US,0,US,M
2024,SE,FT,DevOps Engineer,137510,US,0,US,M
2024,SE,FT,DevOps Engineer,200000,US,0,US,M
2024,MI,FT,DevOps Engineer,160000,US,0,US,M
2024,MI,FT,DevOps Engineer,97097,US,0,US,M
2024,SE,FT,DevOps Engineer,180000,US,0,US,M
2024,SE,FT,DevOps Engineer,119574,US,0,US,M
2024,MI,FT,Platform Engineer,140000,US,0,US,M
2024,MI,FT,Platform Engineer,97097,US,0,US,M
2024,MI,FT,Platform Engineer,160000,US,0,US,M
2024,MI,FT,Platform Engineer,107957,US,0,US,M
2024,EN,FT,Analyst,120000,US,0,US,M
2024,SE,FT,Analyst,100367,US,100,US,M
2024,SE,FT,Analyst,25000,US,100,US,M
2024,SE,FT,Data Scientist,116000,US,0,US,M
2024,MI,FT,Data Engineer,137930,CA,0,CA,M
2024,MI,FT,Data Engineer,74270,CA,0,CA,M
2024,SE,FT,Data Governance,192840,US,100,US,M
2024,SE,FT,Data Governance,115704,US,100,US,M
2024,EN,FT,Data Analyst,109262,US,0,US,M
2024,EN,FT,Data Analyst,75941,US,0,US,M
2024,EN,FT,Data Analyst,172000,US,0,US,M
2024,EN,FT,Data Analyst,75600,US,0,US,M
2024,SE,FT,Data Analyst,179428,US,0,US,M
2024,SE,FT,Data Analyst,107657,US,0,US,M
2024,SE,FT,Data Analyst,163116,US,0,US,M
2024,SE,FT,Data Analyst,97870,US,0,US,M
2024,EN,FT,Data Analyst,137972,US,0,US,M
2024,EN,FT,Data Analyst,82783,US,0,US,M
2024,EN,FT,Data Analyst,116706,US,0,US,M
2024,EN,FT,Data Analyst,70024,US,0,US,M
2024,SE,FT,Data Analyst,235264,US,0,US,M
2024,SE,FT,Data Analyst,141158,US,0,US,M
2024,SE,FT,Data Analyst,79269,US,100,US,M
2024,MI,FT,Data Engineer,60300,US,0,US,M
2024,SE,FT,Data Engineer,201066,US,100,US,M
2024,SE,FT,Data Engineer,148614,US,100,US,M
2024,SE,FT,Data Analyst,90000,AR,100,AR,M
2024,SE,FT,Data Analyst,75000,AR,100,AR,M
2024,MI,FT,Solution Architect,140000,US,0,US,M
2024,MI,FT,Solution Architect,120000,US,0,US,M
2024,MI,FT,Consultant,123000,US,0,US,M
2024,MI,FT,Consultant,54000,US,0,US,M
2024,MI,FT,Bioinformatician,250800,US,0,US,M
2024,MI,FT,Bioinformatician,156750,US,0,US,M
2024,SE,FT,Software Engineer,249950,US,0,US,M
2024,SE,FT,Software Engineer,176600,US,0,US,M
2024,SE,FT,Business Analyst,123000,US,0,US,M
2024,SE,FT,Business Analyst,54000,US,0,US,M
2024,EN,FT,Analyst,103635,US,0,US,M
2024,EN,FT,Analyst,75371,US,0,US,M
2024,MI,FT,Developer,140000,US,0,US,M
2024,MI,FT,Developer,93800,US,0,US,M
2024,MI,FT,Software Engineer,193000,US,0,US,M
2024,MI,FT,Software Engineer,84600,US,0,US,M
2024,MI,FT,Associate,249600,US,0,US,M
2024,MI,FT,Associate,166400,US,0,US,M
2024,EN,PT,Research Assistant,33333,FI,0,FI,M
2024,EN,PT,Research Assistant,28000,FI,0,FI,M
2024,SE,FT,Analytics Engineer,178000,US,100,US,M
2024,SE,FT,Analytics Engineer,111000,US,100,US,M
2024,MI,FT,Software Engineer,136400,US,0,US,M
2024,MI,FT,Software Engineer,85700,US,0,US,M
2024,EN,FT,Data Analyst,34000,US,0,US,M
2024,SE,FT,Solutions Architect,189750,US,100,US,M
2024,SE,FT,Solutions Architect,120000,US,100,US,M
2024,MI,FT,Statistician,81500,US,0,US,M
2024,MI,FT,Statistician,56200,US,0,US,M
2024,SE,FT,Data Scientist,203940,US,0,US,M
2024,SE,FT,Data Scientist,101970,US,0,US,M
2024,EN,FT,Data Scientist,137436,US,0,US,M
2024,EN,FT,Data Scientist,91500,US,0,US,M
2024,SE,FT,Data Scientist,232000,US,0,US,M
2024,SE,FT,Data Scientist,135000,US,0,US,M
2024,EN,FT,Analyst,96800,US,0,US,M
2024,MI,FT,Software Engineer,114700,US,0,US,M
2024,MI,FT,Software Engineer,57300,US,0,US,M
2024,SE,FT,Platform Engineer,230000,US,0,US,M
2024,SE,FT,Platform Engineer,148000,US,0,US,M
2024,MI,FT,Engineer,164000,US,0,US,M
2024,MI,FT,Engineer,109300,US,0,US,M
2024,SE,FT,Analyst,102960,US,0,US,M
2024,SE,FT,Analyst,68640,US,0,US,M
2024,MI,FT,Data Engineer,102600,US,0,US,M
2024,MI,FT,Data Engineer,61000,US,0,US,M
2024,MI,FT,Data Engineer,174342,US,0,US,M
2024,MI,FT,Data Engineer,116228,US,0,US,M
2024,SE,FT,Data Engineer,149000,US,0,US,M
2024,EN,FT,Data Analyst,61111,FR,0,FR,M
2024,MI,FT,BI Engineer,165600,US,0,US,L
2024,MI,FT,BI Engineer,74100,US,0,US,L
2024,EN,FT,Applied Scientist,260000,US,0,US,L
2024,EN,FT,Applied Scientist,150400,US,0,US,L
2024,SE,FT,Bioinformatics Scientist,146800,US,100,US,M
2024,SE,FT,Bioinformatics Scientist,117400,US,100,US,M
2024,MI,FT,Data Governance Manager,187000,US,100,US,M
2024,MI,FT,Data Governance Manager,120000,US,100,US,M
2024,SE,FT,Data Architect,109950,PL,0,PL,M
2024,SE,FT,Data Architect,79800,PL,0,PL,M
2024,EN,FT,Research Engineer,50000,US,100,US,M
2024,EN,FT,Research Engineer,34000,US,100,US,M
2024,SE,FT,Analytics Engineer,213580,US,0,US,M
2024,SE,FT,Analytics Engineer,192222,US,0,US,M
2024,SE,FT,Analytics Engineer,155000,CA,100,CA,M
2024,SE,FT,Analytics Engineer,145000,CA,100,CA,M
2024,MI,FT,Data Analyst,96782,US,0,US,M
2024,MI,FT,Data Analyst,80642,US,0,US,M
2024,SE,FT,Data Engineer,230000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,180000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,252000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,168000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,241000,CA,100,CA,M
2024,SE,FT,Machine Learning Engineer,195000,CA,100,CA,M
2024,EX,FT,Software Engineer,342650,US,0,US,M
2024,EX,FT,Software Engineer,233600,US,0,US,M
2024,SE,FT,Engineer,270000,US,100,US,M
2024,SE,FT,Engineer,180000,US,100,US,M
2024,SE,FT,Data Scientist,220400,US,0,US,M
2024,SE,FT,Data Scientist,169700,US,0,US,M
2024,SE,FT,Data Scientist,209748,US,0,US,M
2024,SE,FT,Data Scientist,159832,US,0,US,M
2024,MI,FT,Data Scientist,210800,US,0,US,M
2024,MI,FT,Data Scientist,167200,US,0,US,M
2024,SE,FT,Data Scientist,77622,GB,0,GB,M
2024,SE,FT,Data Scientist,58106,GB,0,GB,M
2024,MI,FT,Data Scientist,469000,US,0,US,M
2024,MI,FT,Data Scientist,212000,US,0,US,M
2024,SE,FT,Data Scientist,195000,CA,0,CA,M
2024,SE,FT,Data Scientist,157000,CA,0,CA,M
2024,SE,FT,Data Scientist,243000,US,0,US,M
2024,SE,FT,Data Scientist,192000,US,0,US,M
2024,MI,FT,Data Scientist,26666,SK,0,SK,M
2024,SE,FT,Data Scientist,106666,LT,0,LT,M
2024,SE,FT,Data Scientist,80000,LT,0,LT,M
2024,MI,FT,Data Scientist,90000,US,100,US,M
2024,SE,FT,AI Engineer,600000,US,0,US,M
2024,SE,FT,AI Engineer,120000,US,0,US,M
2024,MI,FT,AI Engineer,600000,US,0,US,M
2024,MI,FT,AI Engineer,100000,US,0,US,M
2024,SE,FT,AI Engineer,19200,PH,0,PH,M
2024,EN,FT,Research Engineer,160000,US,0,US,M
2024,EN,FT,Research Engineer,150000,US,0,US,M
2024,MI,FT,Data Specialist,81133,CA,0,CA,M
2024,MI,FT,Data Specialist,65600,CA,0,CA,M
2024,SE,FT,Software Development Engineer,194688,US,100,US,M
2024,SE,FT,Software Development Engineer,118976,US,100,US,M
2024,SE,FT,Data Engineer,184900,US,0,US,M
2024,SE,FT,Data Engineer,112000,US,0,US,M
2024,MI,FT,Data Engineer,238518,US,0,US,M
2024,MI,FT,Data Engineer,126713,US,0,US,M
2024,MI,FT,Manager,284000,US,0,US,M
2024,MI,FT,Manager,93500,US,0,US,M
2024,SE,FT,Business Intelligence Analyst,168000,US,0,US,M
2024,SE,FT,Business Intelligence Analyst,112000,US,0,US,M
2024,MI,FT,Software Engineer,560000,US,0,US,M
2024,MI,FT,Manager,226000,US,0,US,M
2024,MI,FT,Manager,192000,US,0,US,M
2024,SE,FT,Manager,279010,US,0,US,M
2024,SE,FT,Site Reliability Engineer,223856,US,0,US,M
2024,SE,FT,Site Reliability Engineer,155904,US,0,US,M
2024,SE,FT,Software Engineer,204000,US,0,US,M
2024,SE,FT,Solutions Architect,210000,US,100,US,M
2024,SE,FT,Solutions Architect,157000,US,100,US,M
2024,MI,FT,Platform Engineer,120000,CA,100,CA,M
2024,MI,FT,Platform Engineer,105000,CA,100,CA,M
2024,SE,FT,Analyst,90000,US,100,US,M
2024,SE,FT,Software Engineer,235000,US,100,US,M
2024,SE,FT,Software Engineer,145000,US,100,US,M
2024,MI,FT,Software Development Engineer,156000,US,0,US,M
2024,MI,FT,Software Development Engineer,93600,US,0,US,M
2024,SE,FT,Systems Engineer,250000,US,0,US,M
2024,SE,FT,Product Manager,260000,US,0,US,M
2024,SE,FT,Product Manager,220000,US,0,US,M
2024,SE,FT,Engineer,150000,US,100,US,M
2024,SE,FT,Software Engineer,214200,US,0,US,M
2024,SE,FT,Software Engineer,171400,US,0,US,M
2024,SE,FT,Data Governance,240000,US,0,US,M
2024,SE,FT,Data Governance,190400,US,0,US,M
2024,EN,FT,Data Scientist,120578,US,0,US,L
2024,EN,FT,Data Scientist,104160,US,0,US,L
2024,SE,FT,Data Scientist,262300,US,0,US,M
2024,SE,FT,Data Scientist,216000,US,0,US,M
2024,MI,FT,Data Scientist,100000,KR,0,KR,M
2024,MI,FT,Data Scientist,91464,KR,0,KR,M
2024,SE,FT,BI Developer,150000,US,0,US,M
2024,SE,FT,BI Developer,118000,US,0,US,M
2024,SE,FT,Manager,187000,US,0,US,M
2024,SE,FT,Manager,126000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,246400,US,0,US,M
2024,SE,FT,Machine Learning Engineer,167700,US,0,US,M
2024,SE,FT,Machine Learning Engineer,186200,US,0,US,M
2024,SE,FT,Manager,139300,US,0,US,M
2024,MI,FT,Data Engineer,73013,US,0,US,M
2024,SE,FT,Engineer,136852,US,0,US,M
2024,SE,FT,Engineer,95797,US,0,US,M
2024,EN,FT,Data Analyst,84788,CA,0,CA,M
2024,EN,FT,Data Analyst,72070,CA,0,CA,M
2024,EN,FT,Consultant,95000,US,0,US,M
2024,EN,FT,Consultant,85000,US,0,US,M
2024,SE,FT,Engineer,399000,US,0,US,M
2024,SE,FT,Engineer,278000,US,0,US,M
2024,SE,FT,Engineer,239000,US,0,US,M
2024,SE,FT,Engineer,161000,US,0,US,M
2024,MI,FT,Associate,182670,US,0,US,M
2024,MI,FT,Associate,119780,US,0,US,M
2024,SE,FT,Engineer,150400,US,0,US,M
2024,SE,FT,Engineer,105600,US,0,US,M
2024,SE,FT,Engineer,127000,US,0,US,M
2024,MI,FT,Consultant,118000,US,100,US,M
2024,MI,FT,Consultant,82800,US,100,US,M
2024,SE,FT,Engineer,300000,US,100,US,M
2024,EN,FT,Analyst,193600,US,0,US,M
2024,EN,FT,Analyst,116300,US,0,US,M
2024,MI,FT,Analyst,108557,US,100,US,M
2024,MI,FT,Analyst,60303,US,100,US,M
2024,SE,FT,Business Analyst,147000,US,0,US,M
2024,SE,FT,Business Analyst,87800,US,0,US,M
2024,MI,FT,Associate,110100,US,0,US,M
2024,MI,FT,Associate,62900,US,0,US,M
2024,SE,FT,Data Analyst,163700,US,0,US,M
2024,SE,FT,Data Analyst,109100,US,0,US,M
2024,SE,FT,Engineer,163700,US,0,US,M
2024,SE,FT,Engineer,109100,US,0,US,M
2024,MI,FT,Data Scientist,128600,US,0,US,M
2024,MI,FT,Data Scientist,62800,US,0,US,M
2024,SE,FT,Data Scientist,106250,GB,0,GB,M
2024,SE,FT,Data Scientist,87500,GB,0,GB,M
2024,MI,FT,Software Engineer,160500,US,0,US,M
2024,MI,FT,Software Engineer,94400,US,0,US,M
2024,SE,FT,Machine Learning Engineer,171210,CA,0,CA,M
2024,SE,FT,Machine Learning Engineer,92190,CA,0,CA,M
2024,MI,FT,Data Engineer,159250,US,0,US,M
2024,MI,FT,Data Engineer,85750,US,0,US,M
2024,SE,FT,Engineer,197000,US,0,US,M
2024,SE,FT,Engineer,115900,US,0,US,M
2024,MI,FT,Engineer,300000,US,100,US,M
2024,MI,FT,Engineer,130500,US,100,US,M
2024,MI,FT,Data Manager,130700,US,0,US,M
2024,MI,FT,Data Manager,87100,US,0,US,M
2024,EX,FT,Platform Engineer,340000,US,0,US,M
2024,EX,FT,Platform Engineer,183000,US,0,US,M
2024,SE,FT,Research Scientist,266875,US,0,US,M
2024,SE,FT,Research Scientist,128250,US,0,US,M
2024,MI,FT,Engineer,95500,US,100,US,M
2024,MI,FT,Engineer,65000,US,100,US,M
2024,SE,FT,Research Analyst,72000,US,0,US,M
2024,SE,FT,Research Analyst,50000,US,0,US,M
2024,MI,FT,Business Intelligence Analyst,139000,US,0,US,M
2024,MI,FT,Business Intelligence Analyst,83400,US,0,US,M
2024,EN,FT,Research Scientist,162240,US,0,US,M
2024,EN,FT,Research Scientist,47840,US,0,US,M
2024,EN,FT,Analyst,93575,US,0,US,M
2024,EN,FT,Analyst,43888,US,0,US,M
2024,MI,FT,Software Engineer,204600,US,0,US,M
2024,MI,FT,Software Engineer,84500,US,0,US,M
2024,EN,FT,Data Analyst,50000,US,100,US,M
2024,EN,FT,Data Analyst,40000,US,100,US,M
2024,EX,FT,Head of Data,337500,US,0,US,M
2024,EX,FT,Head of Data,225000,US,0,US,M
2024,MI,FT,Data Engineer,235950,CA,100,CA,M
2024,MI,FT,Data Engineer,145800,CA,100,CA,M
2024,SE,FT,Solutions Architect,276000,US,100,US,M
2024,SE,FT,Data Scientist,83600,US,0,US,M
2024,EN,FT,Solutions Architect,89230,CA,100,CA,M
2024,EN,FT,Solutions Architect,30769,CA,100,CA,M
2024,SE,FT,Systems Engineer,227700,US,0,US,M
2024,SE,FT,Systems Engineer,175950,US,0,US,M
2024,SE,FT,Machine Learning Engineer,357900,US,0,US,M
2024,SE,FT,Machine Learning Engineer,189400,US,0,US,M
2024,SE,FT,Research Scientist,321600,US,0,US,M
2024,SE,FT,Research Scientist,172500,US,0,US,M
2024,MI,FT,Software Engineer,135000,US,0,US,M
2024,MI,FT,Software Engineer,88000,US,0,US,M
2024,SE,FT,Engineer,209000,US,0,US,M
2024,SE,FT,Engineer,161500,US,0,US,M
2024,MI,FT,Manager,216040,US,0,US,M
2024,MI,FT,Manager,99300,US,0,US,M
2024,MI,FT,Engineer,258750,US,0,US,M
2024,MI,FT,Engineer,128000,US,0,US,M
2024,MI,FT,Engineer,100650,US,0,US,M
2024,MI,FT,Engineer,73200,US,0,US,M
2024,SE,FT,Analyst,112200,US,0,US,M
2024,SE,FT,Analyst,46988,US,0,US,M
2024,SE,FT,Quantitative Developer,179000,US,0,US,M
2024,SE,FT,Quantitative Developer,85000,US,0,US,M
2024,SE,FT,Software Engineer,192900,US,0,US,M
2024,SE,FT,Analyst,163680,US,0,US,M
2024,SE,FT,Analyst,109120,US,0,US,M
2024,SE,FT,Data Scientist,137500,US,0,US,M
2024,SE,FT,Software Engineer,176000,US,100,US,M
2024,SE,FT,Software Engineer,120000,US,100,US,M
2024,SE,FT,Backend Engineer,209000,US,100,US,M
2024,SE,FT,Backend Engineer,142500,US,100,US,M
2024,SE,FT,Analyst,145440,US,0,US,M
2024,SE,FT,Analyst,96960,US,0,US,M
2024,SE,FT,Machine Learning Engineer,277000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,173000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,137500,US,0,US,M
2024,SE,FT,Lead Analyst,265080,US,0,US,M
2024,SE,FT,Lead Analyst,176720,US,0,US,M
2024,MI,FT,Manager,186000,US,0,US,M
2024,MI,FT,Manager,96000,US,0,US,M
2024,MI,FT,Manager,123300,US,0,US,M
2024,MI,FT,Manager,104800,US,0,US,M
2024,SE,FT,Data Analyst,158010,US,0,US,M
2024,SE,FT,Data Analyst,93432,US,0,US,M
2024,EN,FT,Data Analyst,94000,US,0,US,M
2024,MI,FT,Data Engineer,87350,US,0,US,M
2024,MI,FT,Data Engineer,69900,US,0,US,M
2024,SE,FT,Data Engineer,50000,FR,0,FR,M
2024,SE,FT,Data Engineer,44444,FR,0,FR,M
2024,MI,FT,Business Intelligence Engineer,185000,US,0,US,L
2024,MI,FT,Business Intelligence Engineer,89600,US,0,US,L
2024,SE,FT,Technical Writer,500000,US,0,US,M
2024,SE,FT,Technical Writer,100000,US,0,US,M
2024,SE,FT,Product Manager,264000,US,0,US,M
2024,SE,FT,Product Manager,163200,US,0,US,M
2024,MI,FT,Machine Learning Engineer,207600,US,0,US,M
2024,MI,FT,Machine Learning Engineer,169800,US,0,US,M
2024,MI,FT,Machine Learning Engineer,234550,US,0,US,M
2024,MI,FT,Machine Learning Engineer,163950,US,0,US,M
2024,SE,FT,Business Intelligence Engineer,175000,US,0,US,M
2024,SE,FT,Business Intelligence Engineer,145000,US,0,US,M
2024,EN,FT,Data Analyst,86000,CA,100,CA,M
2024,EN,FT,Data Analyst,70000,CA,100,CA,M
2024,EN,FT,Data Analyst,62400,US,0,US,M
2024,EN,FT,Data Analyst,52300,US,0,US,M
2024,EN,FT,Data Analyst,25000,PH,100,PH,M
2024,SE,FT,Systems Engineer,216000,US,0,US,M
2024,SE,FT,Systems Engineer,135000,US,0,US,M
2024,MI,FT,Data Specialist,40000,US,0,US,M
2024,MI,FT,Data Scientist,221000,US,0,US,M
2024,MI,FT,Data Scientist,46000,US,0,US,M
2024,SE,FT,Data Scientist,180000,US,100,US,M
2024,SE,FT,Data Scientist,130000,US,100,US,M
2024,SE,FT,Data Scientist,273000,US,0,US,M
2024,SE,FT,Data Scientist,169000,US,0,US,M
2024,SE,FT,Software Engineer,128500,US,0,US,M
2024,MI,FT,Software Engineer,210700,US,0,US,M
2024,MI,FT,Software Engineer,110900,US,0,US,M
2024,SE,FT,Software Engineer,252900,US,0,US,M
2024,SE,FT,Software Engineer,133100,US,0,US,M
2024,EX,FT,Data Engineer,160000,US,0,US,M
2024,EX,FT,Data Engineer,140000,US,0,US,M
2024,SE,FT,Research Scientist,240000,US,0,US,M
2024,SE,FT,Research Scientist,133000,US,0,US,M
2024,EN,FT,Product Analyst,150000,US,0,US,M
2024,SE,FT,Analytics Engineer,125000,GB,0,GB,M
2024,SE,FT,Analytics Engineer,112500,GB,0,GB,M
2024,SE,FT,Software Engineer,120000,PL,0,PL,M
2024,SE,FT,Software Engineer,155555,US,100,US,M
2024,SE,FT,Software Engineer,77777,US,100,US,M
2024,SE,FT,Engineer,294000,US,0,US,M
2024,SE,FT,Engineer,196000,US,0,US,M
2024,MI,FT,Engineer,70000,US,100,US,M
2024,MI,FT,Engineer,50000,US,100,US,M
2024,MI,FT,Developer,61538,CA,0,CA,M
2024,MI,FT,Developer,53846,CA,0,CA,M
2024,SE,FT,Developer,204200,US,0,US,M
2024,SE,FT,Developer,115400,US,0,US,M
2024,SE,FT,Engineer,234000,US,0,US,M
2024,SE,FT,Developer,182000,US,0,US,M
2024,SE,FT,Developer,125000,US,0,US,M
2024,MI,FT,AI Specialist,53333,SK,0,SK,M
2024,MI,FT,AI Specialist,37333,SK,0,SK,M
2024,SE,FT,Machine Learning Engineer,231100,US,0,US,M
2024,SE,FT,Machine Learning Engineer,149000,US,0,US,M
2024,SE,FT,Analytics Engineer,140200,US,0,US,M
2024,SE,FT,Analytics Engineer,104600,US,0,US,M
2024,SE,FT,Data Engineer,155000,US,100,US,M
2024,SE,FT,Data Engineer,200000,US,0,US,M
2024,SE,FT,AI Lead,210000,US,0,US,M
2024,SE,FT,AI Lead,175000,US,0,US,M
2024,SE,FT,Data Scientist,213900,US,0,US,M
2024,SE,FT,Data Scientist,152200,US,0,US,M
2024,SE,FT,Data Architect,157850,MX,0,MX,M
2024,SE,FT,Data Architect,102500,MX,0,MX,M
2024,EN,FT,Analyst,67832,CA,0,CA,M
2024,EN,FT,Analyst,45546,CA,0,CA,M
2024,MI,FT,DevOps Engineer,88000,US,0,US,M
2024,MI,FT,DevOps Engineer,80000,US,0,US,M
2024,SE,FT,AI Engineer,197400,US,0,US,M
2024,SE,FT,AI Engineer,94000,US,0,US,M
2024,EX,FT,Data Engineer,225607,US,0,US,M
2024,EX,FT,Data Engineer,150405,US,0,US,M
2024,EN,FT,Data Scientist,68706,NL,0,NL,M
2024,EN,FT,Data Scientist,49333,NL,0,NL,M
2024,MI,FT,Data Scientist,174100,US,0,US,M
2024,MI,FT,Data Scientist,116000,US,0,US,M
2024,SE,FT,Data Scientist,263600,US,0,US,M
2024,SE,FT,Data Scientist,119800,US,0,US,M
2024,SE,FT,Data Scientist,124000,US,100,US,M
2024,MI,FT,Analytics Engineer,203065,US,0,US,M
2024,MI,FT,Analytics Engineer,135376,US,0,US,M
2024,SE,FT,Manager,299000,US,0,US,M
2024,SE,FT,Manager,188000,US,0,US,M
2024,EN,FT,Data Analyst,52030,US,0,US,M
2024,EN,FT,Data Analyst,41990,US,0,US,M
2024,EN,FT,Data Analyst,26575,ZA,0,ZA,M
2024,EN,FT,Data Analyst,26575,GB,0,GB,M
2024,MI,FT,Software Engineer,180583,US,0,US,M
2024,SE,FT,DevOps Engineer,140000,US,0,US,M
2024,SE,FT,DevOps Engineer,100000,US,0,US,M
2024,SE,FT,Associate,82800,US,100,US,M
2024,MI,FT,Software Engineer,258750,US,0,US,M
2024,MI,FT,Software Engineer,164000,US,0,US,M
2024,EN,FT,Product Analyst,195200,US,0,US,M
2024,EN,FT,Product Analyst,96600,US,0,US,M
2024,MI,FT,Engineer,74222,AT,0,AT,M
2024,MI,FT,Analyst,75000,US,0,US,M
2024,MI,FT,Analyst,60000,US,0,US,M
2024,SE,FT,Data Engineer,125000,US,0,US,M
2024,MI,FT,Data Scientist,220900,US,0,US,M
2024,MI,FT,Data Engineer,153000,US,0,US,M
2024,MI,FT,Data Engineer,107200,US,0,US,M
2024,EN,FT,Data Analyst,46000,US,0,US,M
2024,SE,FT,Data Manager,70200,US,0,US,M
2024,SE,FT,Engineer,212800,US,0,US,L
2024,SE,FT,Research Scientist,180000,US,0,US,M
2024,SE,FT,Research Scientist,165000,US,0,US,M
2024,SE,FT,Product Manager,235200,US,0,US,L
2024,SE,FT,Product Manager,136100,US,0,US,L
2024,MI,FT,Product Manager,210000,US,0,US,M
2024,MI,FT,Product Manager,165000,US,0,US,M
2024,SE,FT,Machine Learning Engineer,223000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,185000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,258000,US,100,US,M
2024,SE,FT,Machine Learning Engineer,205000,US,0,US,M
2024,MI,FT,Machine Learning Engineer,170000,US,100,US,M
2024,MI,FT,Machine Learning Engineer,130000,US,100,US,M
2024,MI,FT,Machine Learning Engineer,195000,US,100,US,M
2024,MI,FT,Machine Learning Engineer,146000,US,100,US,M
2024,MI,FT,Machine Learning Engineer,130769,CA,100,CA,M
2024,MI,FT,Machine Learning Engineer,117692,CA,100,CA,M
2024,MI,FT,Machine Learning Engineer,245575,US,0,US,M
2024,MI,FT,Machine Learning Engineer,171903,US,0,US,M
2024,MI,FT,Site Reliability Engineer,203100,US,0,US,M
2024,MI,FT,Site Reliability Engineer,146600,US,0,US,M
2024,MI,FT,Research Scientist,205700,US,0,US,M
2024,MI,FT,Research Scientist,131000,US,0,US,M
2024,SE,FT,Data Scientist,114200,US,100,US,M
2024,SE,FT,Data Scientist,183000,US,0,US,M
2024,MI,FT,Data Scientist,112300,US,100,US,M
2024,MI,FT,Data Scientist,93700,US,100,US,M
2024,MI,FT,Data Scientist,132100,US,100,US,M
2024,MI,FT,Data Scientist,110200,US,100,US,M
2024,SE,FT,Data Governance Lead,118346,AU,0,AU,M
2024,SE,FT,Data Governance Lead,105762,AU,0,AU,M
2024,SE,FT,AI Engineer,151000,US,0,US,M
2024,SE,FT,Data Engineer,299000,US,0,US,M
2024,SE,FT,Data Engineer,169000,US,0,US,M
2024,SE,FT,Data Architect,71111,AT,0,AT,M
2024,EN,FT,Research Analyst,145000,US,100,US,M
2024,EN,FT,Research Analyst,94000,US,100,US,M
2024,SE,FT,Manager,205200,US,0,US,M
2024,SE,FT,Manager,121600,US,0,US,M
2024,SE,FT,Software Engineer,178500,US,0,US,M
2024,SE,FT,Software Engineer,134400,US,0,US,M
2024,SE,FT,Software Engineer,215000,US,100,US,M
2024,SE,FT,Software Engineer,179300,US,100,US,M
2024,MI,FT,Product Manager,305000,US,0,US,M
2024,SE,FT,Software Engineer,405000,US,0,US,M
2024,SE,FT,Engineer,89200,US,0,US,M
2024,SE,FT,Engineer,45700,US,0,US,M
2024,MI,FT,Research Associate,127000,US,0,US,M
2024,MI,FT,Research Associate,83600,US,0,US,M
2024,SE,FT,Manager,255000,US,0,US,M
2024,SE,FT,Manager,204000,US,0,US,M
2024,MI,FT,Software Developer,155000,US,0,US,M
2024,MI,FT,Software Developer,140000,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,192300,US,0,US,M
2024,EN,FT,Business Intelligence Analyst,120200,US,0,US,M
2024,SE,FT,Manager,196000,US,100,US,M
2024,SE,FT,Manager,95200,US,100,US,M
2024,MI,FT,Business Insights Manager,95588,DK,0,DK,L
2024,EN,CT,Technical Writer,50000,NG,0,NG,M
2024,MI,FT,Analyst,124800,US,100,US,M
2024,MI,FT,Analyst,76128,US,100,US,M
2024,MI,FT,Software Engineer,170000,US,100,US,M
